,lyft_display_name,lyft_max_estimate,lyft_min_estimate,lyft_distance,lyft_duration,lyft_category
48475,Lyft Line,518,518,1.51,711,Carpool Service
48481,Lyft Line,879,879,2.7,903,Carpool Service
48487,Lyft Line,881,881,2.8,870,Carpool Service
48493,Lyft Line,634,634,1.69,878,Carpool Service
48499,Lyft Line,982,982,2.4,943,Carpool Service
48505,Lyft Line,723,723,2.6,838,Carpool Service
48511,Lyft Line,479,479,1.42,708,Carpool Service
48517,Lyft Line,599,599,1.72,410,Carpool Service
48523,Lyft Line,828,828,1.49,608,Carpool Service
48529,Lyft Line,613,613,1.48,571,Carpool Service
48535,Lyft Line,918,918,1.71,746,Carpool Service
48541,Lyft Line,776,776,3.54,1227,Carpool Service
48547,Lyft Line,1040,1040,2.82,935,Carpool Service
48553,Lyft Line,757,757,1.87,863,Carpool Service
48559,Lyft Line,1090,1090,2.78,1074,Carpool Service
48565,Lyft Line,871,871,1.41,563,Carpool Service
48571,Lyft Line,833,833,2.4,869,Carpool Service
48577,Lyft Line,756,756,2.81,888,Carpool Service
48583,Lyft Line,1000,1000,2.97,1196,Carpool Service
48589,Lyft Line,1090,1090,3.28,1204,Carpool Service
48595,Lyft Line,980,980,2.39,939,Carpool Service
48601,Lyft Line,759,759,1.56,640,Carpool Service
48607,Lyft Line,809,809,2.02,780,Carpool Service
48613,Lyft Line,1030,1030,2.91,970,Carpool Service
48619,Lyft Line,857,857,2.66,886,Carpool Service
48625,Lyft Line,570,570,1.99,677,Carpool Service
48631,Lyft Line,644,644,1.94,498,Carpool Service
48637,Lyft Line,717,717,2.73,807,Carpool Service
48643,Lyft Line,490,490,1.55,565,Carpool Service
48649,Lyft Line,820,820,2.27,912,Carpool Service
48655,Lyft Line,690,690,2.95,994,Carpool Service
48661,Lyft Line,498,498,1.86,632,Carpool Service
48667,Lyft Line,650,650,1.88,829,Carpool Service
48673,Lyft Line,805,805,2.81,1069,Carpool Service
48679,Lyft Line,755,755,4.11,1081,Carpool Service
48685,Lyft Line,585,585,2.48,814,Carpool Service
48691,Lyft Line,769,769,3.73,1237,Carpool Service
48697,Lyft Line,778,778,3.73,1217,Carpool Service
48703,Lyft Line,977,977,1.96,793,Carpool Service
48709,Lyft Line,592,592,2.29,915,Carpool Service
48715,Lyft Line,801,801,1.99,923,Carpool Service
48721,Lyft Line,1350,1350,2.46,970,Carpool Service
48727,Lyft Line,735,735,2.52,936,Carpool Service
48733,Lyft Line,1210,1210,2.81,1069,Carpool Service
48739,Lyft Line,1100,1100,2.29,958,Carpool Service
48745,Lyft Line,1040,1040,3.36,1172,Carpool Service
48751,Lyft Line,1120,1120,3.32,1332,Carpool Service
48757,Lyft Line,987,987,2.16,1043,Carpool Service
48763,Lyft Line,1309,1309,3.16,1256,Carpool Service
48769,Lyft Line,694,694,1.54,747,Carpool Service
48775,Lyft Line,578,578,1.96,515,Carpool Service
48781,Lyft Line,1137,1137,3.02,1193,Carpool Service
48787,Lyft Line,718,718,3.25,1279,Carpool Service
48793,Lyft Line,637,637,2.85,927,Carpool Service
48799,Lyft Line,845,845,3.28,1052,Carpool Service
48805,Lyft Line,739,739,3.4,1242,Carpool Service
48811,Lyft Line,628,628,2.75,926,Carpool Service
48817,Lyft Line,617,617,1.73,797,Carpool Service
48823,Lyft Line,1340,1340,3.05,1242,Carpool Service
48829,Lyft Line,1180,1180,1.83,843,Carpool Service
48835,Lyft Line,1010,1010,3.07,1164,Carpool Service
48841,Lyft Line,862,862,1.97,773,Carpool Service
48847,Lyft Line,692,692,1.59,755,Carpool Service
48853,Lyft Line,1140,1140,3.89,1235,Carpool Service
48859,Lyft Line,1170,1170,2.62,1007,Carpool Service
48865,Lyft Line,742,742,3.61,1202,Carpool Service
48871,Lyft Line,918,918,2.06,885,Carpool Service
48877,Lyft Line,750,750,2.41,1109,Carpool Service
48883,Lyft Line,796,796,1.81,961,Carpool Service
48889,Lyft Line,691,691,3.18,1122,Carpool Service
48895,Lyft Line,637,637,2.66,1000,Carpool Service
48901,Lyft Line,558,558,2.45,739,Carpool Service
48907,Lyft Line,671,671,1.76,711,Carpool Service
48913,Lyft Line,861,861,2.76,1319,Carpool Service
48919,Lyft Line,650,650,2.09,830,Carpool Service
48925,Lyft Line,694,694,2.21,874,Carpool Service
48931,Lyft Line,849,849,2.0,781,Carpool Service
48937,Lyft Line,511,511,1.74,741,Carpool Service
48943,Lyft Line,614,614,1.6,559,Carpool Service
48949,Lyft Line,1040,1040,2.01,916,Carpool Service
48955,Lyft Line,1580,1580,4.05,1428,Carpool Service
48961,Lyft Line,890,890,1.65,697,Carpool Service
48967,Lyft Line,1060,1060,3.38,1207,Carpool Service
48973,Lyft Line,825,825,2.65,1122,Carpool Service
48979,Lyft Line,1060,1060,2.02,968,Carpool Service
48985,Lyft Line,595,595,1.75,701,Carpool Service
48991,Lyft Line,756,756,1.96,956,Carpool Service
48997,Lyft Line,821,821,2.55,770,Carpool Service
49003,Lyft Line,819,819,2.16,914,Carpool Service
49009,Lyft Line,760,760,2.54,1010,Carpool Service
49015,Lyft Line,657,657,1.86,909,Carpool Service
49021,Lyft Line,587,587,2.45,837,Carpool Service
49027,Lyft Line,608,608,2.82,899,Carpool Service
49033,Lyft Line,644,644,2.0,798,Carpool Service
49039,Lyft Line,644,644,2.0,798,Carpool Service
49045,Lyft Line,640,640,2.41,1114,Carpool Service
49051,Lyft Line,578,578,2.12,922,Carpool Service
49057,Lyft Line,750,750,2.7,903,Carpool Service
49063,Lyft Line,1050,1050,1.48,680,Carpool Service
49069,Lyft Line,742,742,2.69,951,Carpool Service
49075,Lyft Line,714,714,2.11,995,Carpool Service
49081,Lyft Line,756,756,2.41,1040,Carpool Service
49087,Lyft Line,646,646,2.38,699,Carpool Service
49093,Lyft Line,735,735,2.37,972,Carpool Service
49099,Lyft Line,507,507,1.72,752,Carpool Service
49105,Lyft Line,714,714,1.86,760,Carpool Service
49111,Lyft Line,514,514,2.08,749,Carpool Service
49117,Lyft Line,774,774,2.71,878,Carpool Service
49123,Lyft Line,959,959,2.06,709,Carpool Service
49129,Lyft Line,967,967,2.87,763,Carpool Service
49135,Lyft Line,649,649,3.15,926,Carpool Service
49141,Lyft Line,1010,1010,3.84,929,Carpool Service
49147,Lyft Line,794,794,2.1,641,Carpool Service
49153,Lyft Line,619,619,2.99,834,Carpool Service
49159,Lyft Line,550,550,2.28,811,Carpool Service
49165,Lyft Line,549,549,2.27,854,Carpool Service
49171,Lyft Line,505,505,2.17,672,Carpool Service
49177,Lyft Line,676,676,3.02,905,Carpool Service
49183,Lyft Line,534,534,1.45,539,Carpool Service
49189,Lyft Line,695,695,2.94,775,Carpool Service
49195,Lyft Line,1020,1020,2.17,883,Carpool Service
49201,Lyft Line,631,631,1.66,633,Carpool Service
49207,Lyft Line,773,773,2.17,883,Carpool Service
49213,Lyft Line,973,973,3.39,1081,Carpool Service
49219,Lyft Line,711,711,3.62,995,Carpool Service
49225,Lyft Line,480,480,1.65,621,Carpool Service
49231,Lyft Line,830,830,2.89,798,Carpool Service
49237,Lyft Line,834,834,2.64,867,Carpool Service
49243,Lyft Line,769,769,2.96,927,Carpool Service
49249,Lyft Line,720,720,3.36,1256,Carpool Service
49255,Lyft Line,520,520,2.13,709,Carpool Service
49261,Lyft Line,733,733,2.76,903,Carpool Service
49267,Lyft Line,570,570,2.6,790,Carpool Service
49273,Lyft Line,669,669,3.07,1114,Carpool Service
49279,Lyft Line,691,691,1.76,763,Carpool Service
49285,Lyft Line,520,520,1.96,825,Carpool Service
49291,Lyft Line,592,592,1.85,729,Carpool Service
49297,Lyft Line,1000,1000,2.08,791,Carpool Service
49303,Lyft Line,913,913,2.98,1057,Carpool Service
49309,Lyft Line,985,985,2.58,925,Carpool Service
49315,Lyft Line,856,856,2.51,937,Carpool Service
49321,Lyft Line,449,449,2.94,921,Carpool Service
49327,Lyft Line,883,883,1.89,863,Carpool Service
49333,Lyft Line,1060,1060,2.44,808,Carpool Service
49339,Lyft Line,1070,1070,3.58,1063,Carpool Service
49345,Lyft Line,557,557,2.46,776,Carpool Service
49351,Lyft Line,688,688,2.29,954,Carpool Service
49357,Lyft Line,742,742,3.51,1358,Carpool Service
49363,Lyft Line,518,518,1.77,832,Carpool Service
49369,Lyft Line,661,661,2.79,1174,Carpool Service
49375,Lyft Line,485,485,2.02,582,Carpool Service
49381,Lyft Line,580,580,2.65,774,Carpool Service
49387,Lyft Line,522,522,2.12,682,Carpool Service
49393,Lyft Line,590,590,2.42,959,Carpool Service
49399,Lyft Line,473,473,1.78,616,Carpool Service
49405,Lyft Line,572,572,2.63,785,Carpool Service
49411,Lyft Line,737,737,2.14,774,Carpool Service
49417,Lyft Line,769,769,2.96,927,Carpool Service
49423,Lyft Line,856,856,2.77,846,Carpool Service
49429,Lyft Line,817,817,2.41,894,Carpool Service
49435,Lyft Line,756,756,2.27,748,Carpool Service
49441,Lyft Line,765,765,2.01,829,Carpool Service
49447,Lyft Line,999,999,2.88,805,Carpool Service
49453,Lyft Line,726,726,1.92,740,Carpool Service
49459,Lyft Line,763,763,2.34,740,Carpool Service
49465,Lyft Line,632,632,2.72,603,Carpool Service
49471,Lyft Line,498,498,1.82,644,Carpool Service
49477,Lyft Line,738,738,3.0,740,Carpool Service
49483,Lyft Line,682,682,2.6,807,Carpool Service
49489,Lyft Line,702,702,3.32,1060,Carpool Service
49495,Lyft Line,712,712,2.58,801,Carpool Service
49501,Lyft Line,676,676,3.54,901,Carpool Service
49507,Lyft Line,497,497,1.81,679,Carpool Service
49513,Lyft Line,597,597,2.84,734,Carpool Service
49519,Lyft Line,491,491,1.69,599,Carpool Service
49525,Lyft Line,636,636,2.27,702,Carpool Service
49531,Lyft Line,637,637,2.59,627,Carpool Service
49537,Lyft Line,687,687,2.34,839,Carpool Service
49543,Lyft Line,586,586,1.59,553,Carpool Service
49549,Lyft Line,787,787,2.52,710,Carpool Service
49555,Lyft Line,596,596,1.99,613,Carpool Service
49561,Lyft Line,798,798,2.21,535,Carpool Service
49567,Lyft Line,1112,1112,2.23,613,Carpool Service
49573,Lyft Line,534,534,1.55,482,Carpool Service
49579,Lyft Line,800,800,1.86,640,Carpool Service
49585,Lyft Line,900,900,2.45,694,Carpool Service
49591,Lyft Line,523,523,1.93,726,Carpool Service
49597,Lyft Line,729,729,2.17,693,Carpool Service
49603,Lyft Line,709,709,2.92,782,Carpool Service
49609,Lyft Line,554,554,1.69,526,Carpool Service
49615,Lyft Line,472,472,1.66,582,Carpool Service
49621,Lyft Line,452,452,1.55,524,Carpool Service
49627,Lyft Line,565,565,2.41,747,Carpool Service
49633,Lyft Line,506,506,2.23,524,Carpool Service
49639,Lyft Line,495,495,1.98,563,Carpool Service
49645,Lyft Line,444,444,1.61,458,Carpool Service
49651,Lyft Line,738,738,2.5,669,Carpool Service
49657,Lyft Line,533,533,2.59,654,Carpool Service
49663,Lyft Line,790,790,3.09,958,Carpool Service
49669,Lyft Line,616,616,1.69,626,Carpool Service
49675,Lyft Line,627,627,2.26,706,Carpool Service
49681,Lyft Line,535,535,1.51,521,Carpool Service
49687,Lyft Line,761,761,1.74,611,Carpool Service
49693,Lyft Line,723,723,2.3,545,Carpool Service
49699,Lyft Line,581,581,1.98,672,Carpool Service
49705,Lyft Line,834,834,4.91,1038,Carpool Service
49711,Lyft Line,528,528,1.49,499,Carpool Service
49717,Lyft Line,598,598,2.79,766,Carpool Service
49723,Lyft Line,557,557,2.53,792,Carpool Service
49729,Lyft Line,636,636,3.32,801,Carpool Service
49735,Lyft Line,533,533,2.35,693,Carpool Service
49741,Lyft Line,630,630,3.1,881,Carpool Service
49747,Lyft Line,445,445,1.5,508,Carpool Service
49753,Lyft Line,689,689,3.04,664,Carpool Service
49759,Lyft Line,578,578,1.86,589,Carpool Service
49765,Lyft Line,596,596,3.01,713,Carpool Service
49771,Lyft Line,607,607,3.07,695,Carpool Service
49777,Lyft Line,843,843,2.91,703,Carpool Service
49783,Lyft Line,982,982,3.18,953,Carpool Service
49789,Lyft Line,628,628,2.2,742,Carpool Service
49795,Lyft Line,607,607,1.92,764,Carpool Service
49801,Lyft Line,714,714,2.57,849,Carpool Service
49807,Lyft Line,639,639,2.38,718,Carpool Service
49813,Lyft Line,577,577,2.68,702,Carpool Service
49819,Lyft Line,628,628,2.99,707,Carpool Service
49825,Lyft Line,877,877,3.12,876,Carpool Service
49831,Lyft Line,643,643,2.34,617,Carpool Service
49837,Lyft Line,669,669,2.34,685,Carpool Service
49843,Lyft Line,537,537,2.12,641,Carpool Service
49849,Lyft Line,719,719,3.49,918,Carpool Service
49855,Lyft Line,593,593,1.75,620,Carpool Service
49861,Lyft Line,532,532,2.3,507,Carpool Service
49867,Lyft Line,575,575,2.48,681,Carpool Service
49873,Lyft Line,508,508,2.0,581,Carpool Service
49879,Lyft Line,473,473,1.68,468,Carpool Service
49885,Lyft Line,642,642,2.12,667,Carpool Service
49891,Lyft Line,689,689,2.49,737,Carpool Service
49897,Lyft Line,646,646,2.4,648,Carpool Service
49903,Lyft Line,764,764,3.27,735,Carpool Service
49909,Lyft Line,560,560,2.51,560,Carpool Service
49915,Lyft Line,615,615,3.01,668,Carpool Service
49921,Lyft Line,693,693,3.19,865,Carpool Service
49927,Lyft Line,580,580,2.65,793,Carpool Service
49933,Lyft Line,506,506,1.89,615,Carpool Service
49939,Lyft Line,529,529,1.82,646,Carpool Service
49945,Lyft Line,622,622,3.1,756,Carpool Service
49951,Lyft Line,705,705,2.8,690,Carpool Service
49957,Lyft Line,593,593,2.68,655,Carpool Service
49963,Lyft Line,895,895,3.97,913,Carpool Service
49969,Lyft Line,595,595,2.05,477,Carpool Service
49975,Lyft Line,630,630,3.17,724,Carpool Service
49981,Lyft Line,499,499,1.54,490,Carpool Service
49987,Lyft Line,533,533,2.13,573,Carpool Service
49993,Lyft Line,573,573,1.89,491,Carpool Service
49999,Lyft Line,534,534,2.57,837,Carpool Service
50005,Lyft Line,604,604,3.44,883,Carpool Service
50011,Lyft Line,383,383,2.19,543,Carpool Service
50017,Lyft Line,753,753,3.11,777,Carpool Service
50023,Lyft Line,741,741,2.77,821,Carpool Service
50029,Lyft Line,582,582,2.81,671,Carpool Service
50035,Lyft Line,664,664,3.3,835,Carpool Service
50041,Lyft Line,586,586,2.73,680,Carpool Service
50047,Lyft Line,489,489,1.62,603,Carpool Service
50053,Lyft Line,481,481,1.42,509,Carpool Service
50059,Lyft Line,525,525,2.37,485,Carpool Service
50065,Lyft Line,660,660,3.1,883,Carpool Service
50071,Lyft Line,460,460,1.46,464,Carpool Service
50077,Lyft Line,928,928,4.11,1046,Carpool Service
50083,Lyft Line,651,651,3.34,801,Carpool Service
50089,Lyft Line,508,508,2.03,535,Carpool Service
50095,Lyft Line,561,561,2.65,620,Carpool Service
50101,Lyft Line,584,584,2.61,671,Carpool Service
50107,Lyft Line,631,631,3.02,783,Carpool Service
50113,Lyft Line,622,622,3.02,744,Carpool Service
50119,Lyft Line,483,483,1.67,523,Carpool Service
50125,Lyft Line,575,575,2.7,676,Carpool Service
50131,Lyft Line,675,675,2.14,747,Carpool Service
50137,Lyft Line,567,567,2.1,736,Carpool Service
50143,Lyft Line,573,573,2.48,671,Carpool Service
50149,Lyft Line,644,644,2.0,644,Carpool Service
50155,Lyft Line,626,626,2.27,583,Carpool Service
50161,Lyft Line,656,656,3.17,840,Carpool Service
50167,Lyft Line,656,656,1.88,493,Carpool Service
50173,Lyft Line,638,638,2.3,542,Carpool Service
50179,Lyft Line,773,773,3.29,814,Carpool Service
50185,Lyft Line,592,592,1.75,616,Carpool Service
50191,Lyft Line,790,790,4.3,941,Carpool Service
50197,Lyft Line,471,471,1.69,454,Carpool Service
50203,Lyft Line,627,627,1.92,649,Carpool Service
50209,Lyft Line,1360,1360,2.87,801,Carpool Service
50215,Lyft Line,573,573,1.87,566,Carpool Service
50221,Lyft Line,748,748,2.85,792,Carpool Service
50227,Lyft Line,1060,1060,3.3,806,Carpool Service
50233,Lyft Line,1030,1030,2.69,621,Carpool Service
50239,Lyft Line,1361,1361,1.48,514,Carpool Service
50245,Lyft Line,2900,2900,5.03,920,Carpool Service
50251,Lyft Line,1510,1510,2.44,674,Carpool Service
50257,Lyft Line,860,860,2.41,560,Carpool Service
50263,Lyft Line,535,535,1.44,450,Carpool Service
50269,Lyft Line,504,504,1.73,596,Carpool Service
50275,Lyft Line,950,950,1.98,647,Carpool Service
50281,Lyft Line,536,536,2.08,640,Carpool Service
50287,Lyft Line,648,648,2.47,594,Carpool Service
50293,Lyft Line,503,503,1.78,609,Carpool Service
50299,Lyft Line,671,671,3.17,907,Carpool Service
50305,Lyft Line,607,607,1.71,626,Carpool Service
50311,Lyft Line,709,709,1.89,585,Carpool Service
50317,Lyft Line,615,615,3.08,638,Carpool Service
50323,Lyft Line,377,377,2.49,550,Carpool Service
50329,Lyft Line,1190,1190,3.28,840,Carpool Service
50335,Lyft Line,1010,1010,3.82,832,Carpool Service
50341,Lyft Line,987,987,2.52,560,Carpool Service
50347,Lyft Line,765,765,1.73,585,Carpool Service
50353,Lyft Line,1600,1600,2.69,712,Carpool Service
50359,Lyft Line,790,790,1.54,434,Carpool Service
50365,Lyft Line,1610,1610,3.57,788,Carpool Service
50371,Lyft Line,793,793,2.11,458,Carpool Service
50377,Lyft Line,1010,1010,2.39,664,Carpool Service
50383,Lyft Line,804,804,2.67,663,Carpool Service
50389,Lyft Line,1290,1290,3.71,824,Carpool Service
50395,Lyft Line,765,765,1.65,625,Carpool Service
50401,Lyft Line,885,885,3.04,659,Carpool Service
50407,Lyft Line,637,637,2.36,632,Carpool Service
50413,Lyft Line,562,562,1.6,493,Carpool Service
50419,Lyft Line,515,515,1.95,598,Carpool Service
50425,Lyft Line,592,592,2.46,814,Carpool Service
50431,Lyft Line,591,591,2.84,706,Carpool Service
50437,Lyft Line,791,791,2.42,676,Carpool Service
50443,Lyft Line,604,604,2.58,490,Carpool Service
50449,Lyft Line,781,781,1.83,600,Carpool Service
50455,Lyft Line,741,741,2.15,699,Carpool Service
50461,Lyft Line,806,806,2.75,642,Carpool Service
50467,Lyft Line,855,855,3.01,660,Carpool Service
50473,Lyft Line,914,914,2.7,586,Carpool Service
50479,Lyft Line,560,560,2.31,635,Carpool Service
50485,Lyft Line,648,648,2.02,731,Carpool Service
50491,Lyft Line,566,566,1.75,451,Carpool Service
50497,Lyft Line,577,577,1.77,550,Carpool Service
50503,Lyft Line,591,591,1.84,578,Carpool Service
50509,Lyft Line,819,819,3.29,895,Carpool Service
50515,Lyft Line,684,684,2.74,627,Carpool Service
50521,Lyft Line,667,667,1.64,616,Carpool Service
50527,Lyft Line,819,819,2.71,659,Carpool Service
50533,Lyft Line,768,768,3.26,792,Carpool Service
50539,Lyft Line,718,718,2.04,594,Carpool Service
50545,Lyft Line,752,752,3.15,769,Carpool Service
50551,Lyft Line,546,546,1.45,493,Carpool Service
50557,Lyft Line,617,617,2.17,591,Carpool Service
50563,Lyft Line,659,659,2.58,594,Carpool Service
50569,Lyft Line,896,896,2.15,521,Carpool Service
50575,Lyft Line,1050,1050,3.35,740,Carpool Service
50581,Lyft Line,949,949,2.31,554,Carpool Service
50587,Lyft Line,840,840,1.81,513,Carpool Service
50593,Lyft Line,1090,1090,3.01,599,Carpool Service
50599,Lyft Line,751,751,1.87,501,Carpool Service
50605,Lyft Line,1470,1470,3.06,889,Carpool Service
50611,Lyft Line,1010,1010,2.69,578,Carpool Service
50617,Lyft Line,661,661,2.36,530,Carpool Service
50623,Lyft Line,864,864,2.57,584,Carpool Service
50629,Lyft Line,889,889,2.47,617,Carpool Service
50635,Lyft Line,818,818,2.16,507,Carpool Service
50641,Lyft Line,910,910,2.84,572,Carpool Service
50647,Lyft Line,813,813,2.49,631,Carpool Service
50653,Lyft Line,753,753,2.95,821,Carpool Service
50659,Lyft Line,627,627,1.54,462,Carpool Service
50665,Lyft Line,558,558,2.47,605,Carpool Service
50671,Lyft Line,882,882,2.94,816,Carpool Service
50677,Lyft Line,576,576,1.92,522,Carpool Service
50683,Lyft Line,743,743,1.96,442,Carpool Service
50689,Lyft Line,770,770,1.78,587,Carpool Service
50695,Lyft Line,530,530,1.62,395,Carpool Service
50701,Lyft Line,480,480,2.29,538,Carpool Service
50707,Lyft Line,612,612,3.01,692,Carpool Service
50713,Lyft Line,592,592,1.93,581,Carpool Service
50719,Lyft Line,863,863,2.79,761,Carpool Service
50725,Lyft Line,1120,1120,3.16,780,Carpool Service
50731,Lyft Line,713,713,1.86,646,Carpool Service
50737,Lyft Line,668,668,2.04,467,Carpool Service
50743,Lyft Line,752,752,4.18,914,Carpool Service
50749,Lyft Line,775,775,3.28,777,Carpool Service
50755,Lyft Line,549,549,2.32,616,Carpool Service
50761,Lyft Line,675,675,2.32,670,Carpool Service
50767,Lyft Line,511,511,1.83,576,Carpool Service
50773,Lyft Line,688,688,3.24,775,Carpool Service
50779,Lyft Line,567,567,1.68,543,Carpool Service
50785,Lyft Line,582,582,2.47,636,Carpool Service
50791,Lyft Line,634,634,3.0,758,Carpool Service
50797,Lyft Line,708,708,2.46,792,Carpool Service
50803,Lyft Line,656,656,2.66,592,Carpool Service
50809,Lyft Line,395,395,1.61,411,Carpool Service
50815,Lyft Line,689,689,3.34,894,Carpool Service
50821,Lyft Line,526,526,1.86,649,Carpool Service
50827,Lyft Line,429,429,1.49,479,Carpool Service
50833,Lyft Line,456,456,1.75,305,Carpool Service
50839,Lyft Line,531,531,1.95,670,Carpool Service
50845,Lyft Line,616,616,3.09,760,Carpool Service
50851,Lyft Line,545,545,2.12,628,Carpool Service
50857,Lyft Line,706,706,3.71,774,Carpool Service
50863,Lyft Line,663,663,3.48,804,Carpool Service
50869,Lyft Line,529,529,2.21,603,Carpool Service
50875,Lyft Line,549,549,2.36,645,Carpool Service
50881,Lyft Line,519,519,2.02,555,Carpool Service
50887,Lyft Line,589,589,2.47,794,Carpool Service
50893,Lyft Line,580,580,1.85,562,Carpool Service
50899,Lyft Line,597,597,1.88,511,Carpool Service
50905,Lyft Line,551,551,1.59,485,Carpool Service
50911,Lyft Line,1620,1620,5.19,986,Carpool Service
50917,Lyft Line,768,768,2.62,571,Carpool Service
50923,Lyft Line,698,698,2.7,658,Carpool Service
50929,Lyft Line,571,571,2.82,572,Carpool Service
50935,Lyft Line,533,533,2.43,499,Carpool Service
50941,Lyft Line,527,527,2.1,557,Carpool Service
50947,Lyft Line,506,506,1.83,601,Carpool Service
50953,Lyft Line,525,525,2.27,601,Carpool Service
50959,Lyft Line,684,684,2.69,646,Carpool Service
50965,Lyft Line,528,528,1.53,419,Carpool Service
50971,Lyft Line,743,743,2.84,774,Carpool Service
50977,Lyft Line,583,583,2.73,665,Carpool Service
50983,Lyft Line,564,564,2.66,600,Carpool Service
50989,Lyft Line,527,527,2.17,572,Carpool Service
50995,Lyft Line,695,695,3.86,846,Carpool Service
51001,Lyft Line,807,807,2.73,718,Carpool Service
51007,Lyft Line,655,655,3.04,844,Carpool Service
51013,Lyft Line,1120,1120,4.56,883,Carpool Service
51019,Lyft Line,530,530,2.11,558,Carpool Service
51025,Lyft Line,678,678,2.76,554,Carpool Service
51031,Lyft Line,646,646,1.61,560,Carpool Service
51037,Lyft Line,739,739,3.08,667,Carpool Service
51043,Lyft Line,1200,1200,2.34,638,Carpool Service
51049,Lyft Line,614,614,1.9,606,Carpool Service
51055,Lyft Line,571,571,2.58,617,Carpool Service
51061,Lyft Line,602,602,2.92,640,Carpool Service
51067,Lyft Line,636,636,3.75,658,Carpool Service
51073,Lyft Line,475,475,1.52,479,Carpool Service
51079,Lyft Line,597,597,2.28,466,Carpool Service
51085,Lyft Line,698,698,2.85,642,Carpool Service
51091,Lyft Line,472,472,1.63,484,Carpool Service
51097,Lyft Line,586,586,2.47,739,Carpool Service
51103,Lyft Line,622,622,3.1,730,Carpool Service
51109,Lyft Line,680,680,2.68,633,Carpool Service
51115,Lyft Line,540,540,2.11,654,Carpool Service
51121,Lyft Line,565,565,2.61,580,Carpool Service
51127,Lyft Line,520,520,1.78,578,Carpool Service
51133,Lyft Line,705,705,3.73,916,Carpool Service
51139,Lyft Line,620,620,3.16,755,Carpool Service
51145,Lyft Line,517,517,1.89,592,Carpool Service
51151,Lyft Line,593,593,1.84,516,Carpool Service
51157,Lyft Line,532,532,2.1,618,Carpool Service
51163,Lyft Line,580,580,2.8,581,Carpool Service
51169,Lyft Line,723,723,1.69,429,Carpool Service
51175,Lyft Line,651,651,2.44,616,Carpool Service
51181,Lyft Line,500,500,1.68,582,Carpool Service
51187,Lyft Line,727,727,1.64,490,Carpool Service
51193,Lyft Line,632,632,3.24,657,Carpool Service
51199,Lyft Line,580,580,1.57,467,Carpool Service
51205,Lyft Line,478,478,1.79,486,Carpool Service
51211,Lyft Line,731,731,3.14,845,Carpool Service
51217,Lyft Line,480,480,1.46,549,Carpool Service
51223,Lyft Line,515,515,2.08,473,Carpool Service
51229,Lyft Line,468,468,1.48,491,Carpool Service
51235,Lyft Line,542,542,2.11,668,Carpool Service
51241,Lyft Line,753,753,2.39,801,Carpool Service
51247,Lyft Line,552,552,2.27,725,Carpool Service
51253,Lyft Line,501,501,1.75,575,Carpool Service
51259,Lyft Line,605,605,3.26,662,Carpool Service
51265,Lyft Line,580,580,2.49,536,Carpool Service
51271,Lyft Line,530,530,1.5,472,Carpool Service
51277,Lyft Line,546,546,2.48,541,Carpool Service
51283,Lyft Line,660,660,2.71,671,Carpool Service
51289,Lyft Line,509,509,2.14,539,Carpool Service
51295,Lyft Line,558,558,2.82,735,Carpool Service
51301,Lyft Line,524,524,1.53,434,Carpool Service
51307,Lyft Line,575,575,1.85,620,Carpool Service
51313,Lyft Line,624,624,1.67,500,Carpool Service
51319,Lyft Line,542,542,2.29,725,Carpool Service
51325,Lyft Line,660,660,2.76,566,Carpool Service
51331,Lyft Line,558,558,1.56,491,Carpool Service
51337,Lyft Line,1080,1080,2.68,638,Carpool Service
51343,Lyft Line,508,508,2.23,519,Carpool Service
51349,Lyft Line,771,771,1.51,428,Carpool Service
51355,Lyft Line,627,627,1.68,502,Carpool Service
51361,Lyft Line,515,515,2.79,718,Carpool Service
51367,Lyft Line,570,570,2.35,611,Carpool Service
51373,Lyft Line,480,480,1.81,584,Carpool Service
51379,Lyft Line,678,678,2.55,636,Carpool Service
51385,Lyft Line,643,643,3.46,813,Carpool Service
51391,Lyft Line,554,554,2.59,575,Carpool Service
51397,Lyft Line,498,498,1.85,556,Carpool Service
51403,Lyft Line,524,524,2.41,543,Carpool Service
51409,Lyft Line,725,725,4.65,841,Carpool Service
51415,Lyft Line,684,684,3.28,879,Carpool Service
51421,Lyft Line,438,438,1.48,383,Carpool Service
51427,Lyft Line,461,461,1.75,453,Carpool Service
51433,Lyft Line,560,560,2.41,594,Carpool Service
51439,Lyft Line,455,455,1.5,455,Carpool Service
51445,Lyft Line,631,631,2.04,454,Carpool Service
51451,Lyft Line,462,462,1.83,500,Carpool Service
51457,Lyft Line,498,498,2.23,523,Carpool Service
51463,Lyft Line,716,716,4.08,729,Carpool Service
51469,Lyft Line,435,435,1.63,408,Carpool Service
51475,Lyft Line,531,531,2.42,752,Carpool Service
51481,Lyft Line,582,582,3.07,666,Carpool Service
51487,Lyft Line,505,505,1.85,555,Carpool Service
51493,Lyft Line,572,572,3.19,621,Carpool Service
51499,Lyft Line,550,550,2.97,690,Carpool Service
51505,Lyft Line,592,592,3.04,821,Carpool Service
51511,Lyft Line,534,534,2.86,500,Carpool Service
51517,Lyft Line,540,540,2.46,517,Carpool Service
51523,Lyft Line,543,543,2.39,558,Carpool Service
51529,Lyft Line,1150,1150,3.49,874,Carpool Service
51535,Lyft Line,441,441,1.46,442,Carpool Service
